"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"290","Greater Boston","DENNIS","MAIN OFFICE","241785001","788 MAIN ST","DENNIS","MA","02638-9998","Feb-73","USPS (Not Roof)","2/1/2012","1/31/2017","A","A","None Specified","","","","PAUL W SULLIVAN","PO BOX 1011","","","DENNIS","MA","26386011","2,468","40,650","$38,000.00 ","$15.40 ","$41,800.00 ","$16.94 "
"291","Greater Boston","DENNIS PORT","MAIN OFFICE","241802003","3 MILL ST","DENNIS PORT","MA","02639-9998","May-82","USPS (Not Roof)","5/1/2012","4/30/2017","A","A","None Specified","","1","5","MKPM XHC LLC","C/O KEYPOINT PARTNERS LLC","ONE BURLINGTON WOODS DR","","BURLINGTON","MA","18034503","2,502","42,987","$35,028.00 ","$14.00 ","$36,780.00 ","$14.70 "
"292","Greater Boston","DOUGLAS","MAIN OFFICE","242040002","331 MAIN ST","DOUGLAS","MA","01516-9998","Feb-96","Landlord","1/27/2016","1/26/2021","A","A","None Specified","","1","5","TOWN OF DOUGLAS","29 DEPOT ST","","","EAST DOUGLAS","MA","15162323","4,154","7,419","$48,810.00 ","$11.75 ","$51,510.00 ","$12.40 "
"293","Greater Boston","DOVER","GROUND LEASE","241870001","5 WALPOLE ST","DOVER","MA","02030-9998","","USPS","5/13/1975","5/12/2035","Q","Z","None Specified","N","","","TOWN OF DOVER","ATTN BOARD OF SELECTMEN","P O BOX 250","","DOVER","MA","20300250","0","31,072","$5,990.00 ","$0.19 ","$0.00 ","$0.00 "
"294","Greater Boston","DRACUT","EMPLOYEE PARKING","241877003","","DRACUT","MA","01826-9998","","Unknown","4/1/2015","3/31/2020","X","E","None Specified","","2","10","NET REALTY INC","14 LOON ROAD","","","DRACUT","MA","18264031","0","0","$8,400.00 ","$0.00 ","$9,240.00 ","$0.00 "
"295","Greater Boston","DRACUT","MAIN OFFICE","241877002","54 BROADWAY RD","DRACUT","MA","01826-9998","Nov-88","USPS (Not Roof)","3/1/2012","2/28/2017","A","A","Reimbursable","Y","","","UNITED PO INVEST INC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","9,918","20,521","$89,887.50 ","$9.06 ","$0.00 ","$0.00 "
"296","Greater Boston","DUNSTABLE","MAIN POST OFFICE","241921002","170 PLEASANT ST","DUNSTABLE","MA","01827-9998","May-98","USPS (Not Roof)","5/1/1998","4/30/2018","P","P","Reimbursable","N","2","10","JEFFREY REALTY TRUST","7 DORIS DR STE 6A","","","NORTH CHELMSFORD","MA","18631234","3,134","16,794","$54,000.00 ","$17.23 ","$54,000.00 ","$17.23 "
"297","Greater Boston","DUXBURY","MAIN OFFICE","241938001","56 DEPOT ST","DUXBURY","MA","02332-9998","Dec-68","Landlord","3/1/2015","2/29/2020","A","A","Percentage","","1","5","TRAPELO REALTY INC","C/O BNY MELLON, N.A. TRUST RE 024-0","201 WASHINGTON ST","","BOSTON","MA","21084403","6,370","6,655","$146,510.00 ","$23.00 ","$161,161.00 ","$25.30 "
"298","Greater Boston","DUXBURY","SNUG HARBOR STA","241938003","455 WASHINGTON ST STE 1","DUXBURY","MA","02331-9800","Apr-54","Landlord","1/1/2014","12/31/2016","A","A","None Specified","","","","JOHN T FERREIRA","OLD CAPE REALTY LLC","PO BOX 11","","DUXBURY","MA","23310011","1,421","1,421","$21,600.00 ","$15.20 ","$23,088.00 ","$16.25 "
"299","Greater Boston","EAST BROOKFIELD","MAIN OFFICE","242006001","103 MECHANIC ST","EAST BROOKFIELD","MA","01515-9998","Jan-59","USPS (Not Roof)","2/1/2016","10/31/2020","A","A","Reimbursable","N","1","0","GENERATIONAL INVESTMENTS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","1,600","7,723","$28,800.00 ","$18.00 ","$0.00 ","$0.00 "
"300","Greater Boston","EAST CAMBRIDGE","CAMBRIDGE","241065102","303 CAMBRIDGE ST","CAMBRIDGE","MA","02141-9998","Nov-75","USPS (Not Roof)","11/1/2010","10/31/2020","A","A","Reimbursable","","1","5","THE DENUNZIO GROUP LLC","305 CAMBRIDGE ST STE 3","","","CAMBRIDGE","MA","21411207","1,456","1,456","$30,528.00 ","$20.97 ","$41,100.00 ","$28.23 "
"301","Greater Boston","EAST DENNIS","MAIN OFFICE","242023001","1600 MAIN ST","EAST DENNIS","MA","02641-9800","Sep-55","USPS","6/1/2014","5/31/2019","A","A","None Specified","","1","5","TFS NEWCO LLC","14 HOWARD ST.","","","ROCKLAND","MA","23701929","2,386","1,452","$43,700.00 ","$18.32 ","$48,070.00 ","$20.15 "
"302","Greater Boston","EAST FALMOUTH","CARRIER ANNEX","242065005","451 E FALMOUTH HWY","EAST FALMOUTH","MA","02536-9998","Jun-89","USPS","9/1/2014","8/31/2019","A","A","Percentage","","","","DADDARIO ENTERPRISES LLC","C/O JOSEPH P COSTELLO CPA","35 BRAINTREE HILL OFFICE PARK SUITE","","BRAINTREE","MA","21848708","2,745","7,632","$54,216.00 ","$19.75 ","$0.00 ","$0.00 "
"303","Greater Boston","EAST FALMOUTH","MAIN OFFICE","242065001","451 E FALMOUTH HWY","EAST FALMOUTH","MA","02536-9998","Sep-64","USPS","9/1/2014","8/31/2019","A","A","Reimbursable","","1","5","JEFFERY S HILL","ANGELIQUE D HILL","4504 W 10600 N","","HIGHLAND","UT","840039552","3,408","25,152","$63,270.00 ","$18.57 ","$69,597.00 ","$20.42 "
"304","Greater Boston","EAST FALMOUTH","TEATICKET STATION","242065002","160 TEATICKET HWY","TEATICKET","MA","02536-9992","Oct-60","USPS","10/1/2014","9/30/2019","A","A","Reimbursable","","","","DONNA M STEARNS","BRICOR REALTY LLC","23 BOUNTY LN","","FALMOUTH","MA","25401601","1,519","7,688","$37,975.00 ","$25.00 ","$0.00 ","$0.00 "
"305","Greater Boston","EAST FALMOUTH","WAQUOIT STATION","242065003","36 CARRIAGE SHOP RD","EAST FALMOUTH","MA","02536-9991","Mar-55","Landlord","7/1/2012","6/30/2017","A","A","None Specified","","","","DOUGLAS W BUMPUS","PO BOX 326 W","","","WAQUOIT","MA","25360326","830","1,255","$10,756.00 ","$12.96 ","$11,332.00 ","$13.65 "
"306","Greater Boston","EAST ORLEANS","MAIN OFFICE","242278002","210 MAIN ST","EAST ORLEANS","MA","02643-9800","Nov-78","Landlord","11/1/2013","10/31/2018","A","A","None Specified","N","","","CECELIA P HIRSCHBERG","PO BOX 2241","","","ORLEANS","MA","26536241","1,800","4,200","$33,000.00 ","$18.33 ","$0.00 ","$0.00 "
"307","Greater Boston","EAST SANDWICH","MAIN OFFICE","242363001","443 ROUTE 6A","EAST SANDWICH","MA","02537-9998","Nov-62","Landlord","11/1/2014","10/31/2019","A","A","Percentage","","","","CLARKE NOMINEE TRUST","LOGAN CLARK TRUSTEE","74 OLD COUNTY RD","","EAST SANDWICH","MA","25371431","2,781","3,245","$75,087.00 ","$27.00 ","$0.00 ","$0.00 "
"308","Greater Boston","EAST TEMPLETON","MAIN OFFICE","242397002","132B PATRIOTS RD","EAST TEMPLETON","MA","01438-9800","Aug-79","Landlord","8/1/2014","7/31/2019","A","A","Percentage","","","","R & C LLC","347 EAST COUNTY RD","","","RUTLAND","MA","15432040","1,121","3,221","$16,968.00 ","$15.14 ","$0.00 ","$0.00 "
"309","Greater Boston","EAST WAREHAM","MAIN OFFICE","242431002","2991C CRANBERRY HWY","EAST WAREHAM","MA","02538-9998","Jul-78","Landlord","7/1/2015","6/30/2020","A","A","Percentage","","","","DIVIDENT CAPITAL TOTAL REALTY","OPERATING PARTNERSHIP-TRT WAREHAM L","C/O KEYPOINT PARTNERS LLC","PO BOX 809144","CHICAGO","IL","606809144","2,500","2,540","$43,750.00 ","$17.50 ","$0.00 ","$0.00 "
"310","Greater Boston","EASTHAM","MAIN OFFICE","242108001","2365 STATE HWY","EASTHAM","MA","02642-9998","Apr-63","USPS (Not Roof)","10/1/2012","9/30/2017","A","A","Reimbursable","","","","M H PARSONS & SONS","LUMBER COMPANY","PO BOX 450","","YORK","ME","39090450","1,536","19,703","$27,000.00 ","$17.58 ","$0.00 ","$0.00 "
"311","Greater Boston","EASTON","MAIN OFFICE","242244002","670 DEPOT ST","EASTON","MA","02334-9800","Mar-89","USPS (Not Roof)","3/1/2014","2/28/2019","A","A","Percentage","N","","","MAXIMUM REALTY CORP","PO BOX 153","","","EASTON","MA","23340153","1,960","2,184","$32,438.00 ","$16.55 ","$0.00 ","$0.00 "
"312","Greater Boston","EDGARTOWN","MAIN OFFICE","242448005","236B EDGARTOWN RD","EDGARTOWN","MA","02539-9800","Jul-88","USPS (Not Roof)","7/1/2013","6/30/2018","A","A","Percentage","","","","HAVEN ROAD REALTY TRUST","C/O HAJJAR MANAGEMENT","30 ADAMS ST","","MILTON","MA","21863421","5,045","5,345","$139,150.00 ","$27.58 ","$0.00 ","$0.00 "
"313","Greater Boston","EDGARTOWN","MAIN OFFICE","242448900","","EDGARTOWN","MA","02539-9998","","Unknown","4/9/2016","7/8/2016","P","P","","","","","MARTHA'S VINEYARD","PRESERVATION TRUST INC.","PO BOX 5277","","EDGARTOWN","MA","25398235","0","0","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"314","Greater Boston","ELMWOOD","MAIN OFFICE","242482001","734 BEDFORD ST","ELMWOOD","MA","02337-9800","Feb-55","Landlord","6/1/2013","5/31/2018","A","A","","","","","ROBERT ARTHUR","KATHLEEN ARTHUR","PO BOX 489","","BRIDGEWATER","MA","23240489","243","243","$7,742.76 ","$31.86 ","$0.00 ","$0.00 "
"315","Greater Boston","ESSEX ","MAIN OFFICE","242516002","4 MARTIN ST","ESSEX","MA","01929-9998","Mar-99","USPS","4/1/2014","3/31/2019","A","A","Percentage","","","","WEDGWOOD PROP LLC","4 MARTIN STREET","PO BOX 469","","ESSEX","MA","19291232","4,296","4,296","$60,144.00 ","$14.00 ","$0.00 ","$0.00 "
"316","Greater Boston","FALMOUTH","WOODS HOLE STA","242567001","16 WATER ST","WOODS HOLE","MA","02543-9998","Jan-49","Landlord","8/1/2012","7/31/2017","A","A","Reimbursable","N","","","WOODS HOLE FOUNDATION","PO BOX 603","","","WOODS HOLE","MA","25430603","1,834","2,304","$24,000.00 ","$13.09 ","$0.00 ","$0.00 "
"317","Greater Boston","FISKDALE","MAIN POST OFFICE","242703002","458 MAIN ST","FISKDALE","MA","01518-9998","Aug-99","Shared","8/31/1999","8/30/2019","P","P","Reimbursable","","2","10","JOSEPH R POIRIER","21267 GLENDALE AVE","","","PORT CHARLOTTE","FL","339524272","3,600","46,695","$77,184.00 ","$21.44 ","$77,184.00 ","$21.44 "
"318","Greater Boston","FITCHBURG","PRICHARD PLAZA STATION","242720002","477 MAIN ST","FITCHBURG","MA","01420-8037","Apr-83","Landlord","4/1/2013","","A","A","None Specified","","","","SBP REALTY TRUST","PO BOX 7412","","","FITCHBURG","MA","14200022","800","800","$9,600.00 ","$12.00 ","$0.00 ","$0.00 "
"319","Greater Boston","FORESTDALE","MAIN OFFICE","242737002","290 ROUTE 130","FORESTDALE","MA","02644-9998","Nov-94","Landlord","11/18/2014","11/17/2019","A","A","Percentage","","1","5","TSAKALOS REALTY TRUST","THOMAS TSAKALOS TRUSTEE","PO BOX 1","","FORESTDALE","MA","26440001","2,344","42,344","$49,120.00 ","$20.96 ","$51,576.00 ","$22.00 "
"320","Greater Boston","FRAMINGHAM","FRAMINGHAM CENTER STA","242788006","855 WORCESTER RD","FRAMINGHAM","MA","01701-5258","Sep-86","Landlord","9/1/2011","8/31/2016","A","A","Percentage","N","","","TROLLEY SQUARE","REALTY TRUST","855 WORCESTER RD","","FRAMINGHAM","MA","17015210","2,523","2,616","$76,706.00 ","$30.40 ","$82,000.00 ","$32.50 "
"321","Greater Boston","FRAMINGHAM","SAXONVILLE STATION","242788004","31 NICHOLAS RD","FRAMINGHAM","MA","01701-3465","Jul-57","Landlord","7/1/1995","","A","A","Percentage","N","","","RICHARD ARONOVITZ","60 AARON WAY","","","CARLISLE","MA","17411324","2,697","2,697","$15,600.00 ","$5.78 ","$0.00 ","$0.00 "
"322","Greater Boston","FRAMINGHAM","SOUTH FRAMINGHAM STATION","242788005","43 PARK ST","FRAMINGHAM","MA","01702-6664","Dec-76","Landlord","12/1/2014","11/30/2019","A","A","Percentage","","1","5","VTT GREENSBORO LLC","100 CONCORD ST","","","FRAMINGHAM","MA","17028328","3,600","3,600","$54,000.00 ","$15.00 ","$57,600.00 ","$16.00 "
"323","Greater Boston","FRANKLIN","PARKING","242805004","MAIN STREET","FRANKLIN","MA","02038-9998","","Landlord","6/1/2013","5/31/2018","X","P","None Specified","","1","5","16 DEAN AVE LLC","142 MASTRO DRIVE","","","FRANKLIN","MA","20384120","0","0","$30,000.00 ","$0.00 ","$33,000.00 ","$0.00 "
"324","Greater Boston","GLOUCESTER","LANESVILLE STA","242924001","1068 WASHINGTON ST","GLOUCESTER","MA","01930-9993","Mar-55","Landlord","2/22/2002","","A","A","None Specified","N","","","LANESVILLE STATION LLC","99 BAILEY RD","","","WATERTOWN","MA","24724925","648","648","$10,380.00 ","$16.02 ","$0.00 ","$0.00 "
"325","Greater Boston","GLOUCESTER","MAGNOLIA STATION","242924003","10 LEXINGTON AVE","GLOUCESTER","MA","01930-9991","Aug-59","Landlord","3/1/2015","2/29/2020","A","A","None Specified","","","","DAVID B GARDNER TRUSTEE","HIGH TIDE REALTY TRUST","96 MIDDLE ST","","GLOUCESTER","MA","19305727","1,087","3,087","$30,000.00 ","$27.60 ","$0.00 ","$0.00 "
"326","Greater Boston","GLOUCESTER","RIVERDALE STA","242924004","3 HOLLY ST","GLOUCESTER","MA","01930-9992","Jan-58","Landlord","1/1/2016","12/31/2020","A","A","Percentage","","","","AUDRA DAINORA","1770 MASSACHUSETTS AVE","#607","","CAMBRIDGE","MA","21402808","871","2,031","$18,120.00 ","$20.80 ","$0.00 ","$0.00 "
"327","Greater Boston","GRAFTON","MAIN OFFICE","242958001","23 UPTON ST","GRAFTON","MA","01519-9998","Jul-65","USPS (Not Roof)","8/1/2013","7/31/2018","A","A","Reimbursable","","","","HARKEY REALTY TRUST","256 ORCHARD ST","","","MILLIS","MA","20541024","2,682","19,186","$41,571.00 ","$15.50 ","$0.00 ","$0.00 "
"328","Greater Boston","GREEN HARBOR","MAIN OFFICE","243077001","62A BEACH ST","GREEN HARBOR","MA","02041-9800","Jan-55","Landlord","5/1/2015","4/30/2020","A","A","Percentage","","1","5","ROGER C WELCH","460 FRANKLIN ST","","","DUXBURY","MA","23323123","1,584","1,584","$35,000.00 ","$22.10 ","$40,250.00 ","$25.41 "
"329","Greater Boston","HAMILTON","MAIN OFFICE","243162001","589 BAY RD","HAMILTON","MA","01936-9800","Feb-90","USPS","2/1/2015","1/31/2020","A","A","None Specified","","1","5","JEFFREY F ALLSOPP","KATHARINE ALLSOPP, TRUSTEES","587 BAY RD REALTY TRUST","PO BOX 138","HAMILTON","MA","19360138","1,534","1,534","$37,577.00 ","$24.50 ","$41,355.00 ","$26.96 "
"330","Greater Boston","HANOVER","MAIN POST OFFICE","243213003","196 ROCKLAND ST","HANOVER","MA","02339-9998","Dec-96","Landlord","12/11/1996","12/10/2016","P","P","Reimbursable","","3","15","HANOVER PRJ DEV CORP","164 CHESHIRE WAY","","","NAPLES","FL","341104407","7,143","76,840","$155,000.00 ","$21.70 ","$0.00 ","$0.00 "
"331","Greater Boston","HANOVER","W HANOVER FIN STA","243213001","1405 HANOVER ST STE 2","HANOVER","MA","02339-2026","May-69","Landlord","1/1/2016","12/31/2020","A","A","None Specified","","","","HANOVER GENERAL LLC","TRUSTEE OF HANOVER","STREET REALTY TRUST","1401 HANOVER ST","HANOVER","MA","23392026","751","751","$12,617.00 ","$16.80 ","$0.00 ","$0.00 "
"332","Greater Boston","HANSON","MAIN OFFICE","243247002","270 MAIN ST","HANSON","MA","02341-9998","Sep-88","Landlord","9/1/2013","8/31/2018","A","A","Percentage","N","2","10","MICHELE FERULLO","237 BUSSEY ST","","","DEDHAM","MA","20262500","4,600","12,100","$81,819.92 ","$17.79 ","$90,001.00 ","$19.57 "
"333","Greater Boston","HARVARD","MPO","243298004","215 AYER RD","HARVARD","MA","01451-9998","Dec-99","Landlord","12/1/1999","11/30/2019","P","P","Reimbursable","Y","4","20","HARVARD ASSOC, LLC","PO BOX 2577","","","NEW PRESTON","CT","67770577","5,425","133,293","$127,450.00 ","$23.49 ","$136,895.00 ","$25.23 "
"334","Greater Boston","HARWICH PORT","MAIN OFFICE","243332001","10 POST OFFICE SQ","HARWICH PORT","MA","02646-9998","Jun-64","USPS (Not Roof)","6/16/2009","6/15/2019","A","A","Reimbursable","","","","BROMLEY REALTY TRUST","C/O QUINCY & CO INC","144 GOULD ST STE 152","","NEEDHAM","MA","24942337","3,249","6,129","$78,526.00 ","$24.17 ","$0.00 ","$0.00 "
"335","Greater Boston","HATHORNE","MAIN OFFICE","243383001","496 MAPLE ST","HATHORNE","MA","01937-9800","Jun-60","Landlord","4/1/2011","3/31/2016","A","A","Reimbursable","","","","JOANNE G GEARY","PO BOX 82","","","HATHORNE","MA","19370082","442","1,700","$9,900.00 ","$22.40 ","$10,980.00 ","$24.84 "
"336","Greater Boston","HAVERHILL","BRADFORD STATION","243401001","135 S MAIN ST","HAVERHILL","MA","01835-9991","Jun-64","USPS (Not Roof)","7/1/1998","6/30/2018","A","A","Percentage","","","","GENERAL OFFICE HOLDING","TRUST","PO BOX 5065","","BRADFORD","MA","18350065","5,179","10,930","$65,135.88 ","$12.58 ","$0.00 ","$0.00 "
"337","Greater Boston","HAVERHILL","BRADFORD-PARKING","243400007","22 SOUTH PLEASANT ST","HAVERHILL","MA","01835-9998","","Landlord","6/1/2013","6/30/2018","X","Z","Percentage","","","","GENERAL OFFICE HOLDING","TRUST","PO BOX 5065","","BRADFORD","MA","18350065","0","5,976","$6,325.00 ","$1.06 ","$0.00 ","$0.00 "
"338","Greater Boston","HAVERHILL","GEORGETOWN BRANCH","243402001","64 CENTRAL ST STE 9","GEORGETOWN","MA","01833-9998","Mar-90","USPS","3/1/2015","2/29/2020","A","A","Percentage","","","","PARA REALTY CO INC","64 CENTRAL ST","","","GEORGETOWN","MA","18332415","5,200","9,670","$109,200.00 ","$21.00 ","$0.00 ","$0.00 "
"339","Greater Boston","HAVERHILL","GROVELAND STA","243400004","299 MAIN ST","GROVELAND","MA","01834-9998","Dec-62","USPS (Not Roof)","8/1/2012","7/31/2017","A","A","Reimbursable","","","","PAULA DELAFLOR","PO BOX 94","","","FOXBORO","MA","20350094","1,390","3,242","$21,000.00 ","$15.11 ","$0.00 ","$0.00 "
"340","Greater Boston","HAVERHILL","WARD HILL STATION","243400003","19 CROSS RD","HAVERHILL","MA","01835-9992","Apr-50","Landlord","4/1/2014","3/31/2019","A","A","Percentage","","1","5","ELEVEN CROSS RLTY TRST","56 NECK RD","","","BRADFORD","MA","18358026","1,008","1,794","$19,110.00 ","$18.96 ","$21,534.00 ","$21.36 "
"341","Greater Boston","HINGHAM","ACCORD STATION","243468002","28 WHITING ST","HINGHAM","MA","02043-9991","Dec-70","USPS","11/1/2015","10/31/2020","A","A","Percentage","","1","5","A P BINGLE CO INC","ACCORD STATION","PO BOX A","","HINGHAM","MA","20180901","1,890","1,920","$37,000.00 ","$19.58 ","$40,000.00 ","$21.16 "
"342","Greater Boston","HOLBROOK","MAIN OFFICE","243502002","333 PLYMOUTH ST","HOLBROOK","MA","02343-9998","Apr-92","USPS (Not Roof)","4/1/2012","3/31/2017","A","A","Percentage","N","2","5","PLYMOUTH STREET LLC","333 PLYMOUTH ST","","","HOLBROOK","MA","23431928","4,000","94,710","$72,000.00 ","$18.00 ","$88,000.00 ","$22.00 "
"343","Greater Boston","HOLDEN","MAIN OFFICE","243519001","1037 MAIN ST","HOLDEN","MA","01520-9998","Sep-63","USPS","9/1/2015","8/31/2020","A","A","Percentage","","1","5","ZOTTOLI-MILLBROOK","REALTY INC","C/O DIANNE ZOTTOLI","42 ZOTTOLI ROAD","HOLDEN","MA","15201759","4,698","30,486","$71,034.00 ","$15.12 ","$78,137.00 ","$16.63 "
"344","Greater Boston","HOPEDALE","MAIN OFFICE","243587001","80 HOPEDALE ST","HOPEDALE","MA","01747-9998","Sep-64","USPS (Not Roof)","10/1/2011","9/30/2016","A","A","Reimbursable","","","","HEALY HOLDINGS LLC","C/O NANCY HEALY","PO BOX 815","","WEBSTER","MA","15700815","3,346","19,064","$42,159.60 ","$12.60 ","$44,268.00 ","$13.23 "
"345","Greater Boston","HOPKINTON","ANTENNA SITE","512756018","41 13","HOPKINTON","MA","01748-9998","","Landlord","5/1/2011","4/30/2016","X","Z","None Specified","","1","1","METRO WEST SYSTEMS INC","296 DOCKHAM SHORE RD","","","GILFORD","NH","32496631","0","1","$7,542.12 ","$7,542.12 ","$8,001.44 ","$8,001.44 "
"346","Greater Boston","HOPKINTON","MAIN OFFICE","243604002","5 CEDAR ST","HOPKINTON","MA","01748-9998","Oct-99","Landlord","10/6/1999","10/5/2019","P","P","Reimbursable","Y","2","10","PAUL MASTROIANNI","PO BOX 4","","","HOPKINTON","MA","17480004","11,968","190,940","$272,395.50 ","$22.76 ","$268,893.00 ","$22.47 "
"347","Greater Boston","HUBBARDSTON","MAIN OFFICE","243638001","6 MAIN ST","HUBBARDSTON","MA","01452-9998","Jun-62","Shared","6/1/2012","5/31/2017","A","A","Reimbursable","N","","","PAMELA D. DOBECK, TRUSTEE","C/O HEDON REALTY TRUST","65 PARKER ST","","CLINTON","MA","15101905","1,920","16,700","$24,500.00 ","$12.76 ","$0.00 ","$0.00 "
"348","Greater Boston","HULL","ALLERTON STATION","243675002","797 NANTASKET AVE","HULL","MA","02045-9991","Oct-59","Landlord","10/1/2014","9/30/2019","A","A","Reimbursable","","","","LENI J PALAZESI JR","DIANE P PALAZESI","PO BOX 2144","","SANDWICH","MA","25638144","1,296","13,125","$19,750.00 ","$15.24 ","$0.00 ","$0.00 "
"349","Greater Boston","HULL","MAIN OFFICE","243675004","515 NANTASKET AVE","HULL","MA","02045-9998","Dec-90","USPS (Not Roof)","12/1/2015","11/30/2020","A","A","None Specified","N","","","BRUCE H MINEVITZ","PO BOX 517","","","HULL","MA","20450517","4,000","9,497","$66,000.00 ","$16.50 ","$0.00 ","$0.00 "
"350","Greater Boston","HUMAROCK","MAIN OFFICE","243689002","10 CENTRAL AVE","HUMAROCK","MA","02047-9800","Mar-93","Landlord","3/19/2013","3/18/2018","A","A","Percentage","Y","","","RONALD N WHITNEY TRSTEE","CENTRAL AVE REALTY TRST","549 BEDFORD ST","","WHITMAN","MA","23821865","1,200","3,920","$19,562.40 ","$16.30 ","$10.00 ","$0.01 "
"351","Greater Boston","HYANNIS PORT","MAIN OFFICE","243740001","44 LONGWOOD AVE","HYANNIS PORT","MA","02647-9800","Apr-56","USPS (Not Roof)","7/1/2012","6/30/2017","A","A","None Specified","","2","10","CAROLYN WILLS","PO BOX 235","","","HYANNIS PORT","MA","26470235","687","707","$10,600.00 ","$15.43 ","$11,130.00 ","$16.20 "
"352","Greater Boston","IPSWICH ","CARRIER ANNEX","243791001","25 HAYWARD ST STE 5","IPSWICH","MA","01938-9991","Jun-01","USPS (Not Roof)","6/5/2012","6/4/2017","A","A","Percentage","","","","KATHY R FILTRANTI, TRUSTEE","25 HAYWARD ST TRUST","DBA FILTRANTI REALTY","23 HAYWARD ST UNIT 7","IPSWICH","MA","19382044","6,695","32,280","$60,000.00 ","$8.96 ","$72,000.00 ","$10.75 "
"353","Greater Boston","JEFFERSON","MAIN OFFICE","243842001","140 PRINCETON ST","JEFFERSON","MA","01522-9998","Apr-62","Shared","8/1/2014","7/31/2019","A","A","Reimbursable","","","","BOCA INVESTORS LLC","260 MILTON ST","","","DEDHAM","MA","20262913","1,554","13,955","$22,222.00 ","$14.30 ","$0.00 ","$0.00 "
"354","Greater Boston","LANCASTER","MAIN OFFICE","243893001","771 MAIN ST","LANCASTER","MA","01523-9998","Sep-65","Landlord","9/1/2011","8/31/2016","A","A","Reimbursable","","","","D FRANCIS MURPHY INS","AGENCY INC","50 MAIN ST","","HUDSON","MA","17492134","1,939","3,231","$25,000.00 ","$12.89 ","$27,903.00 ","$14.39 "
"355","Greater Boston","LAWRENCE","EMPLOYEE PARKING","243927006","COMMON STREET","LAWRENCE","MA","01840-9998","","Landlord","5/1/2015","","X","A","None Specified","","","","CITY OF LAWRENCE","PARKING DIVISION","200 COMMON ST ROOM 201","","LAWRENCE","MA","18401517","0","4,500","$8,528.00 ","$1.90 ","$0.00 ","$0.00 "
"356","Greater Boston","LAWRENCE","MAIN OFFICE - PARKING","243927005","COMMON & AMESBURY STS.","LAWRENCE","MA","01840-9998","","Landlord","5/1/2007","","X","A","None Specified","","","","CITY OF LAWRENCE","PARKING DIVISION","200 COMMON ST ROOM 201","","LAWRENCE","MA","18401517","0","15,000","$15,000.00 ","$1.00 ","$0.00 ","$0.00 "
"357","Greater Boston","LAWRENCE","METHUEN BRANCH","243927002","272 BROADWAY","METHUEN","MA","01844-9998","Jun-64","USPS","6/1/2014","5/31/2019","A","A","Reimbursable","","1","5","JEAN N DALI","C/O ANTOINE N DALI AIF","131 D W HWY # 422","","NASHUA","NH","30601813","4,177","17,329","$99,840.00 ","$23.90 ","$109,824.00 ","$26.29 "
"358","Greater Boston","LAWRENCE","MPO","243927001","431 COMMON ST","LAWRENCE","MA","01840-9998","Aug-65","USPS (Not Roof)","8/6/2015","8/5/2020","A","A","None Specified","Y","1","5","BOCA INVESTORS LLC","260 MILTON ST","","","DEDHAM","MA","20262913","45,467","125,274","$47,300.00 ","$1.04 ","$37,300.00 ","$0.82 "
"359","Greater Boston","LAWRENCE","NORTH ANDOVER BRANCH","243927003","131 MAIN ST STE 2","NORTH ANDOVER","MA","01845-9998","Nov-57","USPS","5/1/2016","4/30/2023","A","A","None Specified","","","","129 MAIN ST RLTY TRUST","C/O JANE DIPERRI TRSTE","21 WELLINGTON RD","","WINCHESTER","MA","18903825","2,365","3,865","$63,855.00 ","$27.00 ","$0.00 ","$0.00 "
"360","Greater Boston","LEICESTER","MAIN OFFICE","243978001","1199 MAIN ST STE 1","LEICESTER","MA","01524-9998","Jan-60","Landlord","7/1/2013","6/30/2018","A","A","Percentage","","1","5","STEPHEN J MURPHY","PATRICIA M MURPHY","5 LAKEWOOD TRAIL","","FISKDALE","MA","15181023","3,565","3,565","$33,141.90 ","$9.30 ","$36,456.09 ","$10.23 "
"361","Greater Boston","LINCOLN","LINCOLN CENTER STATION","244060002","17 LINCOLN RD","LINCOLN","MA","01773-2012","Mar-64","Landlord","4/1/2014","","A","A","None Specified","","","","LINCOLN OLD TOWN HALL","CORP","PO BOX 6044","","LINCOLN","MA","17736044","661","709","$24,600.00 ","$37.22 ","$0.00 ","$0.00 "
"362","Greater Boston","LINCOLN","MAIN OFFICE","244593004","145 LINCOLN RD","LINCOLN","MA","01773-9998","Aug-08","USPS (Not Roof)","8/23/2008","8/22/2028","A","A","Percentage","","","","RLF LINCOLN STATION LLC","C/O WM JACKSON ASSOC IN","78 JUNCTION SQ","","CONCORD","MA","17423049","4,928","41,358","$167,118.00 ","$33.91 ","$0.00 ","$0.00 "
"363","Greater Boston","LINWOOD","MAIN OFFICE","244080001","166 LINWOOD ST","LINWOOD","MA","01525-9800","Sep-55","Landlord","7/1/2015","6/30/2020","A","A","None Specified","","1","5","PETER B SCHOTANUS","25 CARR ST","","","WHITINSVILLE","MA","15881603","1,080","4,080","$16,200.00 ","$15.00 ","$17,820.00 ","$16.50 "
